cid,molecular_formula,molecular_weight,x_log_p,h_bond_donor_count,h_bond_acceptor_count,lipinski,query,cns_drug,smiles
124870720,C48H74O14,875.1,4.1,3,14,FALSE,Ivermectin,FALSE,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O
134687046,C48H74O14,875.1,4.1,3,14,FALSE,Ivermectin,FALSE,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O
135391144,C48H74O14,875.1,4.1,3,14,FALSE,Ivermectin,FALSE,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O
164186531,C48H74O14,875.1,4.1,3,14,FALSE,Ivermectin,FALSE,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O
6445540,C27H42N2O5S,506.7,3.6,3,7,FALSE,Ixabepilone,FALSE,C[C@H]1CCC[C@@]2(C)O[C@@]2([H])C[C@H](NC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1
5282165,C42H69NO15,828,2.9,3,16,FALSE,Josamycin,FALSE,CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O
28107,C42H69NO15,828,2.9,3,16,FALSE,Josamycin,FALSE,CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O
5284579,C42H69NO15,828,2.9,3,16,FALSE,Josamycin,FALSE,CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O
6419972,C42H69NO15,828,2.9,3,16,FALSE,Josamycin,FALSE,CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O
5474986,C42H69NO15,828,2.9,3,16,FALSE,Josamycin,FALSE,CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O
137706167,C42H69NO15,828,2.9,3,16,FALSE,Josamycin,FALSE,CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O
122174042,C42H69NO15,828,2.9,3,16,FALSE,Josamycin,FALSE,CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O
126969097,C42H69NO15,828,2.9,3,16,FALSE,Josamycin,FALSE,CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O
134692189,C42H69NO15,828,2.9,3,16,FALSE,Josamycin,FALSE,CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O
6032,C18H36N4O11,484.5,-6.9,11,15,FALSE,Kanamycin,FALSE,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
56841936,Al2H4O9Si2,258.16,NA,2,9,FALSE,Kaolin,FALSE,NA
3821,C13H16ClNO,237.72,2.2,1,2,TRUE,Ketamine,FALSE,CNC1(CCCCC1=O)C1=CC=CC=C1Cl
33746,C20H17ClN2O3,368.8,3,0,3,TRUE,Ketazolam,FALSE,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1
456201,C26H28Cl2N4O4,531.4,4.3,0,6,FALSE,Ketoconazole,FALSE,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
47576,C26H28Cl2N4O4,531.4,4.3,0,6,FALSE,Ketoconazole,FALSE,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
3823,C26H28Cl2N4O4,531.4,4.3,0,6,FALSE,Ketoconazole,FALSE,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
5702077,C26H28Cl2N4O4,531.4,4.3,0,6,FALSE,Ketoconazole,FALSE,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
73951506,C26H28Cl2N4O4,531.4,4.3,0,6,FALSE,Ketoconazole,FALSE,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
3825,C16H14O3,254.28,3.1,1,3,TRUE,Ketoprofen,TRUE,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
3826,C15H13NO3,255.27,1.9,1,3,TRUE,Ketorolac,TRUE,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
3827,C19H19NOS,309.4,3.2,0,3,TRUE,Ketotifen,FALSE,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12
5950,C3H7NO2,89.09,-3,2,3,FALSE,L-Alanine,FALSE,C[C@H](N)C(O)=O
6322,C6H14N4O2,174.2,-4.2,4,4,TRUE,L-Arginine,FALSE,N[C@@H](CCCNC(N)=N)C(O)=O
6267,C4H8N2O3,132.12,-3.4,3,4,TRUE,L-Asparagine,FALSE,N[C@@H](CC(N)=O)C(O)=O
5960,C4H7NO4,133.1,-2.8,3,5,TRUE,L-Aspartic Acid,FALSE,N[C@@H](CC(O)=O)C(O)=O
10917,C7H15NO3,161.2,-0.2,1,3,TRUE,L-Carnitine,FALSE,C[N+](C)(C)C[C@H](O)CC([O-])=O
9750,C6H13N3O3,175.19,-4.3,4,4,TRUE,L-Citrulline,FALSE,N[C@@H](CCCNC(N)=O)C(O)=O
5862,C3H7NO2S,121.16,-2.5,3,4,TRUE,L-Cysteine,FALSE,N[C@@H](CS)C(O)=O
67678,C6H12N2O4S2,240.3,-6.3,4,8,TRUE,L-Cystine,FALSE,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O
33032,C5H9NO4,147.13,-3.7,3,5,TRUE,L-Glutamic Acid,FALSE,N[C@@H](CCC(O)=O)C(O)=O
5961,C5H10N2O3,146.14,-3.1,3,4,TRUE,L-Glutamine,FALSE,N[C@@H](CCC(N)=O)C(O)=O
6274,C6H9N3O2,155.15,-3.2,3,4,TRUE,L-Histidine,FALSE,N[C@@H](CC1=CN=CN1)C(O)=O
6306,C6H13NO2,131.17,-1.7,2,3,TRUE,L-Isoleucine,FALSE,CC[C@H](C)[C@H](N)C(O)=O
6106,C6H13NO2,131.17,-1.5,2,3,TRUE,L-Leucine,FALSE,CC(C)C[C@H](N)C(O)=O
5962,C6H14N2O2,146.19,-3,3,4,TRUE,L-Lysine,FALSE,NCCCC[C@H](N)C(O)=O
6137,C5H11NO2S,149.21,-1.9,2,4,TRUE,L-Methionine,FALSE,CSCC[C@H](N)C(O)=O
6262,C5H12N2O2,132.16,-4.4,3,4,TRUE,L-Ornithine,FALSE,NCCC[C@H](N)C(O)=O
6140,C9H11NO2,165.19,-1.5,2,3,TRUE,L-Phenylalanine,FALSE,N[C@@H](CC1=CC=CC=C1)C(O)=O
145742,C5H9NO2,115.13,-2.5,2,3,TRUE,L-Proline,FALSE,OC(=O)[C@@H]1CCCN1
5951,C3H7NO3,105.09,-3.1,3,4,TRUE,L-Serine,FALSE,N[C@@H](CO)C(O)=O
6288,C4H9NO3,119.12,-2.9,3,4,TRUE,L-Threonine,FALSE,C[C@@H](O)[C@H](N)C(O)=O
6305,C11H12N2O2,204.22,-1.1,3,3,TRUE,L-Tryptophan,FALSE,N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
6057,C9H11NO3,181.19,-2.3,3,4,TRUE,L-Tyrosine,FALSE,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
6287,C5H11NO2,117.15,-2.3,2,3,TRUE,L-Valine,FALSE,CC(C)[C@H](N)C(O)=O
3869,C19H24N2O3,328.4,3.1,4,4,TRUE,Labetalol,FALSE,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
219078,C13H18N2O3,250.29,0.3,2,3,TRUE,Lacosamide,TRUE,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1
11333,C12H22O11,342.3,-4.3,8,11,FALSE,Lactulose,FALSE,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
3872,C12H22O11,342.3,-4.3,8,11,FALSE,Lactulose,FALSE,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
11024312,C12H22O11,342.3,-4.3,8,11,FALSE,Lactulose,FALSE,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
16217605,C12H22O11,342.3,-4.3,8,11,FALSE,Lactulose,FALSE,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
131839611,C12H22O11,342.3,-4.3,8,11,FALSE,Lactulose,FALSE,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
60825,C8H11N3O3S,229.26,-0.9,2,4,TRUE,Lamivudine,FALSE,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
3878,C9H7Cl2N5,256.09,1.4,2,5,TRUE,Lamotrigine,TRUE,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
3883,C16H14F3N3O2S,369.4,2.8,1,8,TRUE,Lansoprazole,FALSE,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
208908,C29H26ClFN4O4S,581.1,5.1,2,9,FALSE,Lapatinib,FALSE,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
47499,C20H20N6O9S,520.5,-0.6,4,13,FALSE,Latamoxef,FALSE,[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O
5311221,C26H40O5,432.6,4.3,3,5,TRUE,Latanoprost,FALSE,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1
3899,C12H9F3N2O2,270.21,2.5,1,6,TRUE,Leflunomide,FALSE,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
216326,C13H13N3O3,259.26,-0.5,2,4,TRUE,Lenalidomide,FALSE,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
118856773,C287H440N80O111S6,6979,-41.3,100,122,FALSE,Lepirudin,FALSE,NA
139600825,C287H440N80O111S6,6979,-41.3,100,122,FALSE,Lepirudin,FALSE,NA
65866,C36H41N3O6,611.7,6.9,1,8,FALSE,Lercanidipine,FALSE,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1
3902,C17H11N5,285.3,2.7,0,4,TRUE,Letrozole,FALSE,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
135403648,C20H23N7O7,473.4,-1.2,7,10,FALSE,Leucovorin,FALSE,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1
657181,C59H84N16O12,1209.4,0.7,15,14,FALSE,Leuprolide,FALSE,NA
5359371,C19H25NO,283.4,3.5,1,2,TRUE,Levallorphan,FALSE,[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2
26879,C11H12N2S,204.29,1.8,0,2,TRUE,Levamisole,FALSE,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1
5284583,C8H14N2O2,170.21,-0.3,1,2,TRUE,Levetiracetam,TRUE,CC[C@@H](N1CCCC1=O)C(N)=O
39468,C17H25NO3,291.4,2.4,2,4,TRUE,Levobunolol,FALSE,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O
92253,C18H28N2O,288.4,3.4,1,2,TRUE,Levobupivacaine,FALSE,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
54385,C26H29FN2O2,420.5,2.5,1,5,TRUE,Levocabastine,FALSE,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)C1CCC(CC1)(C#N)C1=CC=C(F)C=C1
6047,C9H11NO4,197.19,-2.7,4,5,TRUE,Levodopa,TRUE,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
149096,C18H20FN3O4,361.4,-0.4,1,8,TRUE,Levofloxacin,FALSE,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
15130,C23H31NO2,353.5,4.3,0,3,TRUE,Levomethadyl Acetate,FALSE,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
6917779,C15H22N2O,246.35,1.4,1,2,TRUE,Levomilnacipran,FALSE,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
65833,C15H22N2O,246.35,1.4,1,2,TRUE,Levomilnacipran,FALSE,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
65833,C15H22N2O,246.35,1.4,1,2,TRUE,Milnacipran,TRUE,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1
11622909,C15H22N2O,246.35,1.4,1,2,TRUE,Levomilnacipran,FALSE,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
55481,C15H22N2O,246.35,1.4,1,2,TRUE,Levomilnacipran,FALSE,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
13208116,C15H22N2O,246.35,1.4,1,2,TRUE,Levomilnacipran,FALSE,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
164739,C9H13NO3,183.2,-0.8,4,4,TRUE,Levonordefrin,FALSE,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1
13109,C21H28O2,312.4,3.3,1,2,TRUE,Levonorgestrel,FALSE,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
5359272,C17H23NO,257.37,3.1,1,2,TRUE,Levorphanol,TRUE,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2
3033825,C14H12N6O,280.28,2.3,2,6,TRUE,Levosimendan,FALSE,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1
5819,C15H11I4NO4,776.87,2.4,3,5,FALSE,Levothyroxine,FALSE,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
3676,C14H22N2O,234.34,2.3,1,2,TRUE,Lidocaine,FALSE,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
16158208,C59H79N15O21S6,1526.8,-6.8,19,28,FALSE,Linaclotide,FALSE,[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
57458936,C59H79N15O21S6,1526.8,-6.8,19,28,FALSE,Linaclotide,FALSE,[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
92044408,C59H79N15O21S6,1526.8,-6.8,19,28,FALSE,Linaclotide,FALSE,[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
137699188,C59H79N15O21S6,1526.8,-6.8,19,28,FALSE,Linaclotide,FALSE,[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
131673845,C59H79N15O21S6,1526.8,-6.8,19,28,FALSE,Linaclotide,FALSE,[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
10096344,C25H28N8O2,472.5,1.9,1,7,TRUE,Linagliptin,FALSE,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1
3000540,C18H34N2O6S,406.5,0.2,5,8,TRUE,Lincomycin,FALSE,[H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC
727,C6H6Cl6,290.8,3.8,0,0,TRUE,Lindane,FALSE,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
441401,C16H20FN3O4,337.35,0.7,1,6,TRUE,Linezolid,FALSE,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1
5920,C15H12I3NO4,650.97,1.7,3,5,FALSE,Liothyronine,FALSE,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
71371,C30H21I7N2Na2O8,1471.8,NA,4,10,FALSE,Liotrix,FALSE,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O
6112,C8H14O2S2,206.3,1.7,1,4,TRUE,Lipoic Acid,FALSE,OC(=O)CCCCC1CCSS1
864,C8H14O2S2,206.3,1.7,1,4,TRUE,Lipoic Acid,FALSE,OC(=O)CCCCC1CCSS1
445125,C8H14O2S2,206.3,1.7,1,4,TRUE,Lipoic Acid,FALSE,OC(=O)CCCCC1CCSS1
16134956,C172H265N43O51,3751,-3.4,54,55,FALSE,Liraglutide,FALSE,NA
91978180,C172H265N43O51,3751,-3.4,54,55,FALSE,Liraglutide,FALSE,NA
131709229,C172H265N43O51,3751,-3.4,54,55,FALSE,Liraglutide,FALSE,NA
11597698,C15H25N3O,263.38,1.2,3,3,TRUE,Lisdexamfetamine,TRUE,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN
5362119,C21H31N3O5,405.5,-2.9,4,7,TRUE,Lisinopril,FALSE,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
28864,C20H26N4O,338.4,2.7,2,2,TRUE,Lisuride,FALSE,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC
3028194,Li,7,NA,0,0,FALSE,Lithium,TRUE,[Li+]
30668,C11H12Cl2N2O,259.13,2.6,1,2,TRUE,Lofexidine,FALSE,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1
3948,C17H19F2N3O3,351.35,-0.8,2,8,TRUE,Lomefloxacin,FALSE,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
9853053,C39H37F6N3O2,693.7,8.6,2,9,FALSE,Lomitapide,FALSE,NA
3950,C9H16ClN3O2,233.69,2.8,1,3,TRUE,Lomustine,FALSE,ClCCN(N=O)C(=O)NC1CCCCC1
3955,C29H33ClN2O2,477,5,1,3,TRUE,Loperamide,FALSE,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
92727,C37H48N4O5,628.8,5.9,4,5,FALSE,Lopinavir,FALSE,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1
5284585,C16H16ClN3O4,349.77,-1.7,3,5,TRUE,Loracarbef,FALSE,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
3957,C22H23ClN2O2,382.9,5.2,0,3,FALSE,Loratadine,FALSE,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
3958,C15H10Cl2N2O2,321.2,2.4,2,3,TRUE,Lorazepam,TRUE,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
11658860,C11H14ClN,195.69,2.7,1,1,TRUE,Lorcaserin,FALSE,NA
54690031,C13H10ClN3O4S2,371.8,2.1,2,7,TRUE,Lornoxicam,FALSE,CN1\C(=C(\O)NC2=CC=CC=N2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O
