name,smiles,formula,molecular_weight,log_p,fragneg,cas,dtxsid
"3,4-Diaminotoluene",CC1=CC(=C(C=C1)N)N,C7H10N2,122.17,0.224,"104.05057,30.65;50.00362,17.72;51.02402,21.57;64.01927,14.59;65.03967,32.31;67.05532,100;78.03492,9.45;90.03492,11.52;92.05057,50.78;119.06147,19.67",496-72-0,DTXSID9024930
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,C12H12N2O3,232.23,1.121,"41.99854,100;44.01419,7.62666666666667;160.07679,14.4033333333333;77.03967,2.58333333333333;115.05532,2.61666666666667;145.06589,1.27333333333333",50-06-6,NA
"3-{4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]-1H-indol-1-yl}propanoic acid",CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=CC4=C3C=CN4CCC(=O)O,C23H22N2O4,390.4,2.852,"132.04549,81.5748395675551;158.06114,100;170.06114,11.1753483262994;172.07679,35.6188934497312;184.07679,4.77539457709429;315.1139,6.17448112389432;317.12955,32.9768167890386;345.12447,45.6264092039082;59.01385,10.0248598022779;77.03967,39.041452274961;102.03492,22.3102272070301;120.04549,21.7494363184367;130.02984,73.8162687171186;156.04549,22.8363299994219;160.07679,35.1101347054402;174.05605,11.0192518933919;176.0717,10.9845637971903;186.09244,12.6033416199341;242.08227,11.1869110250332;273.10334,23.9058796323062;275.11899,18.1534370121986;287.0826,20.2462854830317;289.09825,63.2942128692837;291.1139,18.7951667919292;303.1139,18.9801699716714;0.051133,0.0253049661791062;319.1452,15.3668266173325;341.09317,9.63750939469272;343.10882,27.5539110828467;345.16085,13.6439845059837;347.14012,11.9905185870382;361.11938,10.7706538706134;363.13503,30.5486500549228;371.14012,26.9931201942533;41.00329,11.8055154072961;41.99854,10.5336185465688;55.01894,6.15713707579349;66.03492,5.24946522518356;82.06622,6.93183789096375;117.03459,4.82742672139677;134.06114,23.8885355842054;146.06114,4.86789616696537;182.06114,7.01855813146789;185.07204,7.89732323524311;196.07679,7.05902757703648;204.06662,10.7244030756779;211.08769,12.8635023414465;214.08735,5.75244262010753;239.0826,7.31918829854888;257.09317,5.70619182517199;301.09825,6.7873041567902;302.11865,8.4581141238365;304.1343,5.10493149101;313.09825,5.05868069607446;0.016614,0.00261056830664277",501027-49-2,DTXSID2047307
17beta-Estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,C18H24O2,272.4,3.472,"269.1547,100;253.15979,65.6258790436005;0.029988,0.0252086263478669;0.93044,0.755649320206282;195.11792,4.11626816690108;211.11284,9.26394749179559;213.12849,15.9774964838256;225.16487,5.97280825128926;227.14414,5.3820909517112;229.15979,6.27285513361463;235.14922,19.887482419128;241.15979,10.5672761368964;245.1547,10.351617440225;251.14414,18.5935302390999;255.13905,5.93530239099859",50-28-2,DTXSID0020573
17beta-Estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,C18H24O2,272.4,3.472,"269.1547,100;253.15979,65.6258790436005;0.029988,0.0252086263478669;0.93044,0.755649320206282;195.11792,4.11626816690108;211.11284,9.26394749179559;213.12849,15.9774964838256;225.16487,5.97280825128926;227.14414,5.3820909517112;229.15979,6.27285513361463;235.14922,19.887482419128;241.15979,10.5672761368964;245.1547,10.351617440225;251.14414,18.5935302390999;255.13905,5.93530239099859",50-28-2,DTXSID8022377
"p,p-DDT",C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,C14H9Cl5,354.5,4.056,"324.89176,27.1662763466042;264.91508,100",50-29-3,DTXSID4020375
Thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,C13H10N2O4,258.23,-0.691,"146.02475,100;0.08866,0.0145660672400313;41.99854,31.5393970984276;214.05097,5.74667709147772;77.03967,8.30075579880115;125.03565,8.33550516896881;160.0404,6.91946833463644;184.0404,2.86682303883242;186.01967,2.26739640344019",50-35-1,DTXSID9022524
Vinclozolin,CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,C12H9Cl2NO3,286.11,2.188,"255.99376,0;159.97263,0;185.95189,0;187.96754,0;231.95737,0;237.98319,0;239.99884,0;34.9694,0;41.99854,0;49.00837,0;51.02402,0;164.03532,0",50471-44-8,DTXSID4022361
Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,C17H19ClN2S,318.9,3.026,"315.07282,10.487494132636;0.059951,0.0282619191309596;34.9694,69.2483068463756;231.99932,100;246.01497,18.554281499363;172.02264,9.79682156507745;186.03829,3.95627975591766;205.98367,4.09709649299269;229.98367,4.64695232347616",50-53-3,DTXSID7024827
Reserpine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,C33H40N2O9,608.7,2.404,"575.23989,28.52140418454;167.07137,100;181.05063,75.2867022673553;211.0612,60.6145495929266;365.18707,6.71452333012344;381.18198,27.1294756193644;515.21876,5.52394292217456;517.23441,40.5059966733783;531.21367,50.2057252910794;533.22932,72.5641250109428;545.22932,8.08018909218244;547.24498,8.86807318567802;549.26063,4.59599054539088;561.22424,47.1417315941521;563.23989,18.0775628118708;579.27119,20.7563687297558;591.2348,65.3856254924276;605.25045,97.251159940471;41.00329,29.6944760570778;55.01894,48.6124485686772;71.01385,18.4802591263241;123.04515,68.4321106539438;183.06628,38.0548017158365;197.04555,22.6647990895562;213.07685,17.3597128600193;339.17142,16.6068458373457;397.1769,52.2979952726954;477.20311,16.4054976801191;501.20311,23.6365228048674;505.19802,17.8324433161166;505.23441,35.314715924013;507.21367,12.7374595115119;515.18237,13.5253436050074;517.19802,14.5933642650792;529.19802,18.0688085441653;589.25554,12.4223058741136",50-55-5,DTXSID7021237
Acifluorfen,C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O,C14H7ClF3NO5,361.65,2.948,"0,100;",50594-66-6,DTXSID0020022
Niclosamide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,C13H8Cl2N2O4,327.12,2.543,"0,100;",50-65-7,DTXSID7040362
Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,C9H8O4,180.16,0.67,"93.03459,100;135.04515,33.2;59.01385,2.54;63.02402,5.02666666666667;65.00329,2.18333333333333",50-78-2,DTXSID5020108
Pirinixic acid,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,C14H14ClN3O2S,323.8,1.46,"278.05242,100;34.9694,61.875;46.99609,9.96;158.97892,6.265;173.98982,8.545;230.04905,13.51;242.07574,5.185;262.02112,10.45;276.03677,7.825;41.00329,2.57;41.01452,1.61;90.98592,1.71;97.97061,2.595;117.99682,2.225;120.08187,9.265;130.06622,1.755;143.06147,2.46;144.08187,5.545;145.07712,3.62;147.09277,1.865;169.07712,8.405;171.09277,2.19;178.96875,2.57;188.02725,3.545;196.08802,1.94;197.98982,3.545;203.03815,1.46;205.0538,1.93;217.0538,2.335;320.0266,2.225",50892-23-4,DTXSID4020290
Chlorobenzilate,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,C16H14Cl2O3,325.2,1.821,"251.00359,100;294.99342,10.8547008547009;34.9694,94.9667616334283;44.9982,11.9278252611586;68.9982,8.46628679962013;111.0007,26.8281101614435;138.99562,20.9211775878443;141.01127,7.80151946818613;166.99053,15.2706552706553;248.98794,66.5052231718898;253.01924,7.37416904083571;255.03489,10.332383665717;201.01127,6.23456790123457",510-15-6,DTXSID9020299
Piperonyl butoxide,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,C19H30O5,338.4,3.013,"59.01385,41.9798248531205;69.03459,2.12282452056313;73.06589,10.4423012969737;147.04515,17.9359272807893;163.07645,100;175.07645,25.7565680079814;177.0921,58.5356390644053;193.08702,25.1690499944574;219.10267,2.2503048442523;237.11323,6.58463584968407;271.19148,2.22259173040683;281.13945,3.12049661900011;43.01894,27.3639286110187;56.9982,4.57266378450283;61.0295,57.0335882939807;71.05024,7.60447843919743;73.0295,10.0044340982153;87.04515,18.2851125152422;101.02442,7.49916860658464;103.04007,18.1853453053985;105.05572,16.8218601042013;117.0921,3.25351956545837;135.04515,24.7090123046225;161.0608,34.2312382219266;161.11832,12.454273362155;287.1864,8.84048331670546;89.0608,2.97084580423456;117.05572,6.04145881831282;149.02442,4.12925396297528;149.0608,10.3868750692828;151.04007,6.66777519122048;163.04007,4.17913756789713;165.0921,14.8320585300964;173.0608,11.6450504378672;177.05572,4.91630639618667;191.07137,8.70191774747811;199.13397,4.36204411927724;261.11323,2.91541957654362;321.17075,3.05398514577098",51-03-6,DTXSID1021166
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,130.08,-0.759,"41.99854,100;58.00985,2.49216042251197",51-21-8,DTXSID2020634
Metolachlor,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,C15H22ClNO2,283.79,2.081,"34.9694,14.3149451628744;174.09244,5.25454247831069;246.14995,3.49484367326895;73.06589,3.28204288754297;132.08187,49.5662137829432;160.11317,44.6145031920118;162.12882,100;174.12882,9.28957276149943;190.12374,31.6254706171223;206.15504,13.7993124897692;41.00329,8.52840072024881;76.97997,19.8313963005402;86.06114,58.7575707971845;88.07679,81.8464560484531;91.99086,13.5783270584384;118.00652,13.545588476019;120.02217,12.3015223440825;130.06622,8.01276804714356;134.09752,30.9215910951056;160.07679,40.7513504665248;180.02217,11.3111802258962;194.03782,37.0437060075299;210.06912,8.78212473399902;222.06912,9.55966606645932",51218-45-2,DTXSID4022448
Hexazinone,CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C,C12H20N4O2,252.31,1.592,"41.99854,100;69.04582,20.2858821225769;71.06147,6.65263364010182;94.06622,9.73174074799295;124.07679,15.3808498139808;126.06729,10.4072841198355;152.0717,2.72175445467006;222.1248,6.77011944390053;85.07712,14.7444683767378;92.05057,8.8457019776777;96.08187,21.9159976502839;98.07237,4.72390836107304;99.05639,5.13510867436851;126.09244,3.00078323869199;128.08294,6.9365576659487;132.11424,3.02525944781672;154.08735,4.48893675347562;233.14078,3.89661249265714;249.1357,10.4611317799099;44.05057,2.82944977481888;55.03017,4.98825141962013;83.02509,3.61268846681026;122.06114,1.61542980223223;126.0309,2.04621108282749;128.04655,1.81613471705502;150.0309,1.47346778930879;183.08875,1.58116310945761;193.0731,3.181907186215;195.08875,3.73996475425886;208.10915,1.94830624632857;209.1044,1.47346778930879;235.12005,1.92872527902878",51235-04-2,DTXSID4024145
"2,4-Dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,C6H4N2O5,184.11,2.027,"0,100;",51-28-5,DTXSID0020523
Diclofop-methyl,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,C16H14Cl2O4,341.2,3.364,"252.98286,58.48;306.99342,25.465;34.9694,100;55.01894,18.67;57.03459,7.125;85.0295,9.305;160.95664,17.08;275.01166,9.415;278.99851,7.75;281.01416,26.435;133.0295,2.155",51338-27-3,DTXSID0032605
6-Propyl-2-thiouracil,CCCC1=CC(=O)NC(=S)N1,C7H10N2OS,170.23,1.075,"57.97569,100;41.99854,1.86666666666667",51-52-5,DTXSID5021209
Thidiazuron,C1=CC=C(C=C1)NC(=O)NC2=CN=NS2,C9H8N4OS,220.25,1.265,"92.05057,13.0666666666667;99.99749,100;72.98659,2.99333333333333",51707-55-2,DTXSID0032651
Urethane,CCOC(=O)N,C3H7NO2,89.09,-0.214,"41.99854,100;60.0091,6.88208424970394;44.01419,1.42107934359668",51-79-6,DTXSID9021427
Dehydroacetic acid,CC1=CC(=O)C(C(=O)O1)C(=O)C,C8H8O4,168.15,-0.551,"125.02442,100;65.00329,96.5957101072473;81.03459,68.2564185895353;83.01385,52.1205719857004;41.00329,26.0805979850504;57.03459,53.3067923301917;149.02442,32.6860578485538",520-45-6,DTXSID7026029
Cypermethrin,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,C22H19Cl2NO3,416.3,3.892,"153.01127,7.73447473154614;188.98794,75.091987684914;204.98286,11.1511601712097;320.02506,8.30517383795149;387.05602,9.61928362243749;93.03459,100;127.032,11.8945708492904;146.02475,51.3854471727867;160.99303,92.1754148832319;169.06589,22.0094615904483;197.0608,21.7316212360141;208.07679,65.465194863708;222.05605,22.8955470451303;224.0717,18.4350829766464;266.08227,13.8394533303297;34.9694,3.95734775099497;63.02402,5.36907711947135;65.03967,6.52549372981903;117.03459,3.19891867537734;146.97738,4.90350679582489;148.0404,3.15386348276639;155.02692,3.18390027784035;163.00868,8.10242547120222;206.06114,6.82586168055868;206.99851,4.29526169557708;267.99376,6.47292933843959;270.00941,7.87714950814748;308.02506,10.512878275888;336.01997,4.03243973867988;360.01997,4.4529548697154;362.03562,7.22384921528873;364.05127,5.07621836750019;398.03562,7.58429075617632",52315-07-8,DTXSID1023998
Carboxin,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,C12H13NO2S,235.3,1.54,"70.99609,100;86.99101,41.8214285714286;115.02231,37.9603174603175;164.01756,22.7777777777778;206.02812,23.5634920634921;68.98044,5.48015873015873;81.03459,3.61111111111111;92.05057,7.6984126984127;98.99101,3.83333333333333;113.00666,3.00793650793651",5234-68-4,DTXSID0023951
Bronopol,C(C(CO)([N+](=O)[O-])Br)O,C3H6BrNO4,199.99,-0.701,"0,100;",52-51-7,DTXSID8024652
Permethrin,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,C21H20Cl2O3,391.3,4.534,"204.98286,13.1208302446256;93.03459,100;121.0295,22.0070422535211;127.032,16.9477390659748;160.99303,96.5530022238695;163.00868,22.238695329874;183.08154,26.3991845811712;199.07645,23.0819125277984;387.05602,8.04299481097109;63.02402,2.43699036323202;65.00329,2.03854707190512;65.03967,3.74351371386212;77.03967,2.38139362490734;155.02692,2.27020014825797;169.06589,5.08710155670867;191.00359,2.03854707190512;269.01416,1.97368421052632;271.02981,2.86323202372127;283.02981,3.28947368421053;311.02472,3.17828020756116;337.04037,2.26093402520385",52645-53-1,DTXSID8022292
Trichlorfon,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,C4H8Cl3O4P,257.43,0.527,"222.88909,78.8289742761812;92.9747,100;109.006,45.797007857066;188.92806,17.1456247981918;192.87852,19.3090087181143;208.87344,18.1573565816381;224.90474,27.6396512754278",52-68-6,DTXSID0021389
"2,4,6-Trimethylphenol",CC1=CC(=C(C(=C1)C)O)C,C9H12O,136.19,1.7,"79.05532,1.04;65.03967,73.18;63.02402,100;93.03459,20;103.05532,40.16;105.07097,24.86;119.05024,48.66",527-60-6,DTXSID7022049
"N-[(3R)-1-azabicyclo[2.2.2]oct-3-yl]-2,3-dihydro-1,4-benzodioxine-6-carboxamide",C1CN2CCC1C(C2)NC(=O)C3=CC4=C(C=C3)OCCO4,C16H20N2O3,288.34,0.559,"135.04515,100;243.1139,44.0933308837038;245.12955,37.1027007165166;257.09317,32.8036009553555;259.10882,45.6457835752343;41.99854,29.5884622450854;68.01419,22.8274848429175;93.03459,14.2017269887929;94.02984,9.37901892338784;107.01385,37.0108396105089;108.08187,7.22946904280728;111.04515,13.2279992651112;117.03459,9.69134668381407;119.06147,8.72680507073305;123.04515,9.36064670218629;135.00877,8.27668565129524;137.0608,10.5732133014881;147.04515,11.4091493661584;150.01967,12.3828770898402;171.05639,8.05621899687672;173.07204,15.0376630534632;175.08769,14.1925408781922;177.10334,50.0734888848062;201.10334,7.35807459121808;231.1139,11.3081021495499;239.0826,14.3578908690061;241.09825,9.47088002939555;257.12955,12.4931104170494;261.12447,91.8611060077163;271.10882,22.524343193092;285.12447,20.5309571927246",527680-56-4,DTXSID1047285
"1,2-Dinitrobenzene",C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],C6H4N2O4,168.11,1.25,"166.00201,24.66;45.99345,100;96.0091,17.44",528-29-0,DTXSID4024066
Haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,C21H23ClFNO2,375.9,1.391,"34.9694,100;18.99895,2.5660888931926;95.03025,15.7209257286724;109.00952,1.28788612375327;111.0007,3.36012394693522;137.04082,17.8367386462671;169.04257,1.65585358768277;176.05172,1.36051128110778;178.06737,9.70756269971918;206.09867,6.63309770504503;236.08477,3.23424034085407;324.14053,1.36051128110778;326.07534,1.52028662728769;336.11607,2.85658952261063;338.11173,6.44911397308028;344.08591,6.06662147767987;346.10156,3.50053258448727;348.11721,6.78318969691101;356.12229,21.5067299312482;41.00329,0.944127045608599;121.0459,1.55902004454343;179.02692,0.992543817178271;180.08302,1.68490365062458;188.02725,1.18136922629999;188.0881,2.02382105161228;188.10809,1.30725283238114;190.10375,1.40408637552048;192.05855,1.04580226590491;192.08302,1.30725283238114;192.1194,1.38956134404958;204.08302,8.47293502469255;208.11432,1.38471966689261;234.06912,0.992543817178271;234.1055,1.36051128110778;280.11432,1.18621090345696;312.14053,1.26367773796843;314.15618,0.948968722765566;354.10664,2.25137987798974;358.10156,1.62680352474097",52-86-8,DTXSID4034150
Prednisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,C21H26O5,358.4,0.608,"325.14453,22.33;327.16018,100;135.08154,12.14;295.13397,7.73;297.14962,12.295;299.16527,21.57;309.14962,11.475;323.12888,2.19;339.16018,9.445;41.00329,14.62;77.03967,5.955;81.07097,17.61;105.03459,7.795;107.05024,7.66;109.06589,6.785;119.05024,27.255;121.06589,7.77;129.03459,6.515;131.05024,29.86;133.06589,46.045;237.11323,9.205;255.13905,7.275;269.1547,4.76;271.17035,6.18;281.11832,6.59;283.13397,50;303.16018,5.005;311.12888,6.91;315.16018,6.07;329.17583,5.54;355.1551,11.73",53-03-2,DTXSID4021185
Pyrimethanil,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,C12H13N3,199.25,0.858,"117.04582,100;40.01927,2.063200618477;65.01452,3.84132199458833;67.03017,2.21298801700812;182.07237,2.63335910320835",53112-28-0,DTXSID8034877
1-Hydroxypyrene,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O,C16H10O,218.25,3.467,"189.07097,100",5315-79-7,DTXSID1038298
2-Chloroacetophenone,C1=CC=C(C=C1)C(=O)CCl,C8H7ClO,154.59,1.481,"77.03967,100;34.9694,36.5809783554808;49.00837,23.7973655196425;51.02402,43.5211512795219;74.96432,19.7644055010735;124.97997,19.201531944525;126.99562,15.7778680438693;135.0007,17.7160099808507;150.99562,27.0237335344978",532-27-4,DTXSID9020293
Dazomet,CN1CN(C(=S)SC1)C,C5H10N2S2,162.3,0.779,"71.99134,100;32.98044,39.625652305171;46.99609,31.9920645189115;74.00699,43.1276146116358;76.95252,28.7316168542718",533-74-4,DTXSID7024902
"2-Methyl-4,6-dinitrophenol",CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],C7H6N2O5,198.13,2.208,"110.02475,23.5020059531513;150.01967,100;63.02402,53.4554160735085;69.99345,9.14326387990164;93.99345,13.6534230619904;96.0091,13.9251973599068;97.01693,13.5563608127346;149.01184,11.1621586644235;196.01257,15.3164229325741",534-52-1,DTXSID1022053
Indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,C19H16ClNO4,357.8,1.447,"296.04838,67.675;312.07968,100;34.9694,59.36;111.0007,21.5;310.06403,20.745;0.052738,0.021535;158.06114,38.125;172.07679,24.79;174.09244,26.105;200.0717,4.045;202.05097,21.97;218.08227,4.19;268.05347,3.5;280.05347,6.365;330.05386,4.04;354.05386,5.88",53-86-1,DTXSID9020740
Triisononyl trimellitate,CC(C)CCCCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCCCCC(C)C)C(=O)OCCCCCCC(C)C,C36H60O6,588.9,12.78,"461.29086,31.2706348457693;111.11792,4.09395340062258;119.08662,5.17875672106405;121.10227,18.6114517498349;123.11792,6.66918215262711;125.13357,11.9894349589661;135.08154,5.37685124044901;289.14453,100;291.16018,83.1336666352231;333.13436,6.61258371851712;335.15001,24.7240826337138;417.30103,27.8464295821149;443.2803,12.527120083011;451.3429,3.80152815772097;459.27521,4.22601641354589;467.33781,26.8370908404867;475.30651,4.13168569002924;503.33781,4.42411093293086;531.36911,5.06555985284407;545.38476,3.8203943024243;569.42115,5.13159135930573;585.41606,23.9600037732289;44.9982,30.3556268276578;67.01894,16.0079237807754;247.17035,50.702763890199;275.16527,16.4041128195453;293.17583,44.0807470993302;295.19148,11.8479388736912;297.20713,13.1025374964626;299.22278,14.3477030468824;345.20713,39.9301952645977;347.22278,21.2432789359494;359.22278,22.2243184605226;361.23843,23.394019432129;373.23843,22.6016413545892;375.25408,10.5744741062164;391.28538,12.951608338836;393.30103,10.782001697953;421.33233,19.9698141684747;423.34798,25.1580039618904;445.29595,11.3574191114046;515.33781,12.9610414111876;521.38476,10.3009150080181;529.35346,12.4422224318461;571.40041,11.0555607961513",53894-23-8,DTXSID5028033
"3,7-Dimethyl-2,6-octadienal",CC(=CCCC(=CC=O)C)C,C10H16O,152.23,2.701,"107.08662,100;109.10227,53.8064280940519;119.08662,9.22899325596938;121.10227,20.3839844461996;123.11792,60.7570326265265;41.00329,49.3104076796889;43.01894,9.55708123215262;63.02402,30.3906677197886;65.00329,19.4361747372258;65.03967,60.7570326265265;67.01894,52.159912509873;67.05532,12.6860684124187;79.05532,29.211981286834;81.07097,12.2911477003463;91.05532,9.42341576037426;93.07097,13.7189379670697;103.05532,11.1610668934929;105.07097,7.23616258581931;117.07097,9.75757943982016",5392-40-5,DTXSID6024836
Nicotine,CN1CCCC1C2=CN=CC=C2,C10H14N2,162.23,0.274,"78.03492,100;92.05057,9.43581427108228;120.08187,8.01468077842267;51.02402,2.59047456469785;52.01927,3.55069989757596;66.03492,2.09115739160123;104.05057,2.2405257767156;106.06622,2.5307272106521;119.06147,2.59474223284397;134.09752,2.35148514851485;145.07712,4.48958688972345",54-11-5,DTXSID1020930
"1,3-Dichlorobenzene",C1=CC(=CC(=C1)Cl)Cl,C6H4Cl2,147,1.97,"84.98505,2.83322601416613;82.9694,5.98840952994205;34.9694,100",541-73-1,DTXSID6022056
Hexadecane,CCCCCCCCCCCCCCCC,C16H34,226.44,9.444,"223.24312,100;57.07097,37.5164545853444;67.05532,24.7476963580518;71.08662,48.1351469942957;125.13357,31.7683194383502;127.14922,70.8644142167617;139.14922,25.5813953488372;141.16487,52.917946467749;153.16487,28.7406757349715;155.18052,35.1469942957437;167.18052,30.6713470820535;169.19617,42.8258007898201;183.21182,24.0017551557701",544-76-3,DTXSID0027195
Chlorethoxyfos,CCOP(=S)(OCC)OC(C(Cl)(Cl)Cl)Cl,C6H11Cl4O3PS,336,4.387,"304.85349,100;122.96751,84.4042499367569;138.96243,88.0786744244877;166.99373,23.7604351125727;302.83784,43.2772577789021;106.9726,42.5499620541361;124.98316,12.907918036934;140.97808,9.12598026815077;258.81162,20.5666582342525;260.82727,13.2557551226916;268.85011,11.3458133063496;268.87681,14.1538072350114;288.85857,11.1877055400961",54593-83-8,DTXSID2032344
